YMD,Y,M,D,date,Season,SeasonID,COVID_BKK_WM,COVID_BKK,PM2.5_BKK,PM10-BKK,WS-BKK,RH-BKK,AH-BKK,P_BKK,R_BKK,T-BKK,COVID_SSK_WM,COVID_SSK,PM2.5_SSK,PM10-SSK,WS-SSK,RH-SSK,AH-SSK,P_SSK,R_SSK,T-SSK,COVID_NKT_WM,COVID_NKT,PM2.5_NKT,PM10-NKT,WS-NKT,RH-NKT,AH-NKT,P_NKT,R_NKT,T-NKT,COVID_NBR_WM,COVID_NBR,PM2.5_NBR,PM10-NBR,WS-NBR,RH-NBR,AH-NBR,P_NBR,R_NBR,T-NBR,COVID_PTN_WM,COVID_PTN,PM2.5_PTN,PM10-PTN,WS-PTN,RH-PTN,AH-PTN,P_PTN,R_PTN,T-PTN,COVID_SPK_WM,COVID_SPK,PM2.5_SPK,PM10-SPK,WS-SPK,RH-SPK,AH-SPK,P_SPK,R_SPK,T-SPK
210506,2021,5,6,6/5/2021,SUMMER,2,798,798,17.47,35.49,0.79,74.32,20.31,754.38,1.85,28.07,29,29,25.83,46.38,0.85,76.67,20.61,754.67,22.6,27.78,71,71,18.63,36.67,1.68,82.83,22.46,756.42,1.6,27.93,267,267,14.35,27.97,1.04,69.79,19.04,751.92,1.1,28.05,49,49,17.71,22.21,0.46,0,0,1009.17,20,0,106,106,21.43,35.51,1.41,76.13,20.44,756.42,13.8,27.76
210616,2021,6,16,16/06/2021,RAINY,3,811,811,6.82,19.06,0.81,67.72,20.91,751.83,0.15,30.32,88,88,8.33,19.96,0.99,70.67,21.04,754.58,0.2,29.64,71,71,7.79,13.67,2.07,70.46,20.25,754.08,1,29,195,195,6.02,16.63,1.2,61.63,19.19,751.42,0.1,30.48,114,114,11.58,25.05,0.39,0,0,1006.04,10.4,0,172,172,12.56,19.51,2.28,72.15,21.56,754.14,0.4,29.71
210501,2021,5,1,1/5/2021,SUMMER,2,811,811,16.15,30.97,0.43,78.31,21.39,754.08,8.6,28.07,31,31,11.88,20,0.53,80.46,22.08,754.71,23.4,28.15,34,34,11.79,22.96,0.9,84.08,22.88,756.13,10,28,22,22,11.31,28.42,0.76,70.38,19.72,754.17,4.8,28.54,69,69,18.54,23.79,0,0,0,0,0,0,127,127,17.68,26.64,1.13,81.88,22.04,756.1,12.07,27.8
210618,2021,6,18,18/06/2021,RAINY,3,819,819,10.27,24.19,0.91,63.53,20.59,753.21,0,31.22,140,140,14.63,32,0.88,66.33,19.95,754.67,1.4,29.83,134,134,12.25,22.29,1.9,67.42,19.84,755.46,0,29.43,142,142,8.18,18.67,1.3,56.5,18.65,753.46,0,31.56,116,116,11.25,20.17,0.48,0,0,1007.92,0,0,272,272,17.67,27.71,2.05,70.68,21.55,755.6,0.07,30.09
210620,2021,6,20,20/06/2021,RAINY,3,826,826,11.33,28.17,1.35,65.68,20.94,751.54,10.15,30.9,127,127,13.83,33.83,1.2,74.67,23.62,755.08,0,30.76,177,177,11.21,26.92,2.57,62.83,19.88,753.79,0,30.77,174,174,9.42,25.5,2.07,56.46,18.62,753,0.3,31.54,150,150,11.54,21.75,0.67,0,0,1005.58,0.2,0,476,476,15.06,28.22,2.02,72.96,21.69,753.9,37.67,29.62
210424,2021,4,24,24/04/2021,SUMMER,2,832,832,20.66,42.71,0.99,66.86,21.91,750.79,0,31.42,26,26,18.79,35.42,0.99,69.67,22.96,754.92,0.2,31.53,24,24,15.67,36.38,2.61,68.21,22.14,753,0,31.24,62,62,16.88,39.13,1.31,58.83,19.75,751.04,1.5,31.87,71,71,29.13,42.21,0,0,0,0,0,0,95,95,24.58,40.56,2.07,72.56,22.71,753.21,9,30.57
211022,2021,10,22,22/10/2021,WINTER,1,843,843,16.57,33.18,0.5,81.69,22.39,754.9,10.73,28.13,72,72,19.92,38.96,0.51,88.71,22.55,754.75,46.4,26.77,121,121,14.88,24.92,1.38,93.58,24.74,757.08,16,27.48,140,140,12.67,27.76,1.02,72.67,20.01,754.88,0.3,28.22,74,74,17,34.54,1.27,82.04,21.11,0,0.6,26.99,278,278,20.54,35.65,1.22,86.21,22.86,756.92,30.67,27.53
211024,2021,10,24,24/10/2021,WINTER,1,845,845,11.63,25.32,0.86,69.58,20.16,755.26,0,29.15,84,84,21.17,43.52,0.51,78.83,19.89,754.61,9.2,26.63,80,80,15.43,29.39,1.33,87.78,23.36,757.48,0.4,27.59,139,139,12.61,26.9,1.2,64.26,18.48,755.88,0,29.01,92,92,14.52,33.09,1.49,71.13,18.73,0,0,27.4,281,281,15.09,26.45,2.06,67.72,19.61,757.14,0,29.14
210610,2021,6,10,10/6/2021,RAINY,3,848,848,9.24,20.69,1.15,61.92,18.88,750.23,0.15,30.08,73,73,11.21,26.96,1.25,66.13,19.56,754.63,0.4,29.52,47,47,4.85,11.8,2.38,70.33,19.48,752.62,0.4,28.32,133,133,6.76,17.56,2.04,60.58,18.18,751.21,0,29.79,330,330,7.25,16.67,0.4,0,0,1004.04,0.2,0,220,220,10.6,17.6,2.77,69.79,20.19,752.65,0.6,29.12
211017,2021,10,17,17/10/2021,WINTER,1,856,856,7.4,14.61,0.39,92.57,21.12,754.19,69.47,24.84,106,106,14.21,26.33,0,98,4.75,755,0,0,141,141,6.5,12.25,1.51,99.83,22.24,756.08,112,24.42,207,207,6.31,15.44,0.81,86.21,19.8,751.79,13.7,24.96,79,79,8.71,20.88,0.86,90.29,19.7,0,11,24.05,324,324,9.71,16.9,1.27,97.56,21.14,756.03,62.53,23.93
210612,2021,6,12,12/6/2021,RAINY,3,858,858,15.9,32.9,1.05,59.74,18.64,750.4,3.1,30.51,153,153,17.17,39.04,1.1,62.25,19.9,754.58,0,30.96,99,99,12.54,28.21,1.45,63.29,18.77,752.67,0,29.57,295,295,10.6,27.36,1.54,55.13,17.43,750.38,0,30.75,111,111,10.96,20.88,0.46,0,0,1004.33,0.2,0,314,314,22.1,38.26,1.62,67,20.09,752.72,5.2,29.77
211026,2021,10,26,26/10/2021,WINTER,1,862,862,18.57,34.58,0.73,57.85,17.47,753.75,0,29.91,39,39,35.96,67.67,0.45,71.08,18.37,754.54,0,27.06,36,36,25.92,41.04,1.44,79.46,22.82,756.04,0,28.98,146,146,20.5,36.6,1.12,56.71,17.03,754.63,0,29.8,48,48,24,45.75,1.23,68.63,18.53,0,0,27.86,201,201,23.88,38.44,1.83,60.5,18.09,755.74,0,29.72
211027,2021,10,27,27/10/2021,WINTER,1,869,869,21.46,40.26,0.87,58.08,17.41,753.75,0,29.77,60,60,30.5,62.5,0.55,66.42,16.5,754.58,0,26.35,33,33,25.54,43.71,1.99,76.46,21.67,756,0,28.74,137,137,21.46,38.81,1.35,56.25,16.62,753.96,0,29.5,47,47,19.57,41.7,1.6,64.63,17.47,0,0.6,27.88,275,275,25.53,42.25,1.51,59.11,17.76,755.69,0,29.81
211021,2021,10,21,21/10/2021,WINTER,1,872,872,25.84,43,0.56,79.65,22.78,754.73,8.27,28.91,88,88,25.58,38.54,0.73,77.42,21.35,754.63,0.2,28.24,95,95,21.04,37.83,1.55,86.88,25.89,756.67,0.6,29.66,143,143,18.96,36.35,1.03,66.67,19.73,755.88,0,29.54,109,109,23.96,42.54,1.43,79.33,21.31,0,0.8,27.76,296,296,27.28,44.86,1.22,85.79,23.24,756.68,12.07,27.92
210428,2021,4,28,28/04/2021,SUMMER,2,879,879,25.25,42.08,0.57,77.68,21.9,754.02,0,28.64,22,22,33.58,51,0.53,79.38,22.26,754.79,0.6,28.55,47,47,20,35.67,1.56,81.04,22.97,756.17,0,28.74,56,56,20.23,36.24,0.87,74.13,20.66,753.38,1.7,28.44,77,77,17.17,25.42,0,0,0,0,0,0,145,145,28.79,42.83,1.48,77.47,21.96,756.08,0.07,28.74
211019,2021,10,19,19/10/2021,WINTER,1,890,890,15.9,38.56,0.54,84.89,22.34,755.79,0,27.39,66,66,30.92,60,0,88.83,4.31,754.58,0,0,39,39,18.63,29.92,1.22,94.29,23.54,757.96,0,26.44,187,187,13.88,33.24,0.85,74.29,19.54,754.29,0,27.38,82,82,19.33,38.33,0.58,92.75,21.45,0,0,25.08,323,323,19.63,37.33,1.25,82.68,21.92,757.69,0.93,27.53
210614,2021,6,14,14/06/2021,RAINY,3,893,893,10.56,27.19,0.92,66.89,20.16,750.94,0.15,29.87,131,131,11.58,28.21,1.35,66.38,20.58,754.63,0,30.4,316,316,11.63,22.63,2.24,69.08,19.76,753.13,0.2,28.91,258,258,9.79,24.31,1.21,62.96,19.14,751.17,0.1,30.03,83,83,17.92,32,0.43,0,0,1004.88,0,0,201,201,14.67,25.83,2.45,70.32,20.74,753.22,0.27,29.47
211018,2021,10,18,18/10/2021,WINTER,1,897,897,9.22,19.59,0.78,87.63,20.44,754.27,1,25.23,69,69,16.71,31.54,0,88.63,4.3,754.79,0,0,104,104,9.42,15.33,1.9,93.67,21.37,756.29,18.2,24.83,177,177,8.04,20.68,1.11,78.04,18.22,754.21,0.5,25.25,78,78,6.72,14.28,1.61,85.22,18.36,0,3.2,23.82,256,256,13.22,23.44,1.66,85.28,20.37,756.07,1.33,25.65
211020,2021,10,20,20/10/2021,WINTER,1,903,903,22.97,42.35,0.65,79.83,23.25,755.54,2.47,29.24,62,62,33.29,56.92,0.54,79.5,23.73,754.58,0,29.69,61,61,21.13,36.21,1.29,85.13,24.82,757.75,0,29.26,175,175,15.23,35.07,0.97,69.63,20.55,756,0,29.49,84,84,17.75,34.46,1.27,79.33,22.02,0,0.2,28.36,320,320,28.42,46.19,0.98,85.25,23.78,757.51,8.2,28.45
210607,2021,6,7,7/6/2021,RAINY,3,907,907,8.92,19.67,1.71,53.65,17.89,750.6,0,31.75,70,70,11,28.79,1.9,56.42,18.21,754.54,0,31.13,60,60,7.79,15.96,3.37,62.5,18.77,753.04,0,29.8,106,106,6,16.49,2.79,50.88,16.78,751.04,0,31.55,68,68,6.75,14.29,0.65,0,0,1004.33,0,0,337,337,11.32,20.61,3.23,59.63,18.95,752.92,0,30.85
211016,2021,10,16,16/10/2021,WINTER,1,917,917,11.32,26.49,0.68,77.86,22.65,751.48,9.93,29.22,94,94,14.63,29.63,0,82.08,3.98,754.96,0,0,75,75,12.04,22.5,1.9,89.79,24.27,753.63,4.2,27.88,162,162,8.23,22.69,1.22,68.17,19.99,749.92,1,29.36,125,125,20.17,40.63,1.65,85.79,21.73,0,13.2,26.7,414,414,15.04,28.22,2.07,82.07,23.32,753.71,13.67,28.79
210613,2021,6,13,13/06/2021,RAINY,3,920,920,13.93,33.65,0.79,68.35,19.63,750.85,5.8,28.98,112,112,16.63,36.96,0.88,70.21,21.82,754.75,0,30.44,60,60,13.25,26.67,1.49,71.42,19.89,753.04,15.4,28.43,123,123,12.08,28.83,1.35,64.63,18.9,750.88,0.9,29.32,104,104,12.54,22.92,0.49,0,0,1004.71,0.2,0,278,278,18.99,34.54,1.78,75.53,21.19,753.08,6.67,28.56
210611,2021,6,11,11/6/2021,RAINY,3,941,941,12.6,25.63,1.22,59.13,18.15,749.96,0.35,30.21,83,83,14.13,31,1.28,63.29,19.2,754.54,0.6,29.99,95,95,10.75,17.38,1.83,66.92,18.93,752.29,0.6,28.71,202,202,8.56,18.89,1.88,58.79,17.71,750.63,0,29.86,65,65,8.67,16.46,0.68,0,0,1003.67,0,0,197,197,15.01,26.6,1.96,64.49,19.32,752.24,0.6,29.76
210507,2021,5,7,7/5/2021,SUMMER,2,941,941,13.07,26.63,0.87,70.44,19.9,754.42,5,28.68,40,40,25.74,45.48,1.1,77.46,21.14,754.75,13.8,28.05,48,48,11.67,25.33,1.48,82.13,21.89,756.75,4.4,27.63,211,211,10.52,23.25,1.18,67.21,19.08,754.67,10,28.77,43,43,15.58,22.5,0.49,0,0,1009.29,2.8,0,98,98,19.49,31.67,1.47,75,20.79,756.33,12.53,28.34
210811,2021,8,11,11/8/2021,RAINY,3,945,945,6.44,16.11,1.04,80.15,24.48,752.95,14.07,30.11,1459,1459,8.04,18.5,0.85,80.96,25.25,754.75,0,30.5,644,644,7.88,18.83,1.8,85.38,24.59,753.29,16.2,29.03,589,589,6.46,16.08,1.03,69.46,21.2,749.88,3.7,30.1,508,508,9.79,27.46,1.13,89.08,23.11,0,24.8,27.13,1318,1318,11.31,19.88,2.69,77.74,23.51,753.33,5.2,29.93
211004,2021,10,4,4/10/2021,RAINY,3,950,950,17.02,30.38,0.53,79.85,22.12,751.77,0.73,28.33,134,134,26.92,49.13,0.53,84.58,22.27,755.13,12.8,27.4,126,126,16.46,28.38,1.33,87.75,25.61,753.96,0.2,29.28,286,286,14.96,28.24,0.59,77.38,20.62,752.54,1.6,27.62,99,99,15.5,32.29,1.09,84.92,21.36,0,1,26.58,359,359,21.5,33.01,0.83,82.13,22.88,753.71,2.73,28.43
210524,2021,5,24,24/05/2021,RAINY,3,951,951,10.13,23.25,1.5,58.57,20.07,750.81,0,32.26,44,44,11,24.21,1.17,58.58,19.3,754.58,0,31.52,31,31,8.17,17,2.62,64.54,20.79,753.21,3.8,31.1,164,164,6.96,18.87,2.15,52.5,17.89,750.83,0,32.15,63,63,6.63,16.42,0.76,0,0,1004.54,0,0,200,200,14.29,24.9,2.55,64.28,20.66,753.25,0,31.06
210515,2021,5,15,15/05/2021,SUMMER,2,955,955,10.95,22.23,0.9,66.4,22.57,750.65,0,32.11,25,25,13.38,22.79,0.92,70.17,24.21,754.54,0,32.38,36,36,11.08,25.38,2.26,74.58,25.02,752.79,0,31.85,109,109,10.27,20.67,1.08,64.67,21.29,750.54,16.4,31.5,211,211,20.79,33.08,0.37,0,0,1004.33,20.4,0,171,171,13.78,21.89,2.44,72.4,23.95,752.94,0,31.6
211010,2021,10,10,10/10/2021,RAINY,3,956,956,9.47,20.17,0.91,70.17,21.6,749.31,0.07,30.26,126,126,8.25,20.17,0.91,72.13,19.92,754.58,0,28.27,95,95,8.29,15.42,2.27,85.42,24.83,751.58,0,29.21,204,204,9,19.66,1.19,62.25,19.27,750.25,0,30.37,193,193,11.75,26.33,0.93,76.46,21.37,0,0.2,28.49,448,448,8.86,16.14,2.45,73.86,22.22,751.53,0,29.83
210623,2021,6,23,23/06/2021,RAINY,3,958,958,16.89,37.89,1.33,60.32,19.12,752.23,1.45,30.81,187,187,19.46,42.33,0,64.88,3.15,754.67,0,0,125,125,13.71,30.46,2.84,68.25,19.79,754.5,0.6,29.16,92,92,12.85,29.74,2.1,59.25,18.69,751.71,2.3,30.71,114,114,16.25,27.5,0.59,0,0,1006.42,0,0,507,507,21.46,39.19,2.54,66.45,20.18,754.45,0.13,30.01
211014,2021,10,14,14/10/2021,RAINY,3,964,964,10.2,20.88,0.83,80.25,22.97,748.56,27.07,28.92,78,78,12.71,25.54,0.8,82.08,21.25,754.92,20,27.1,115,115,8.09,15.32,2.35,89.95,25.29,750.68,4,28.59,215,215,7.85,19.56,1.33,73.33,20.56,749.17,48.2,28.54,86,86,9.46,20.04,1.09,81.92,21.67,0,3.8,27.48,389,389,11.51,19.89,2.22,84.14,23.4,750.78,17.53,28.4
210509,2021,5,9,9/5/2021,SUMMER,2,965,965,17.58,31.02,0.85,71.89,21.46,752.23,1.55,29.69,61,61,21.21,36,0.89,69.29,21.95,754.63,0,30.79,35,35,13.17,26.38,1.31,74.58,22.39,754.5,0,29.8,202,202,14.54,23.99,1.22,66.71,20.16,753.25,0.1,29.92,40,40,14.88,21.83,0.56,0,0,1006.54,0.2,0,90,90,22.67,34.78,1.46,69.1,21.25,754.43,0,30.24
210530,2021,5,30,30/05/2021,RAINY,3,972,972,7.16,16.11,1.04,74.61,23.34,751.21,6.15,30.56,44,44,8.38,18.29,1,74.42,23.01,754.79,0.2,30.34,32,32,4.79,15.25,2.34,81.79,24.49,753.38,0.2,29.75,1035,1035,4.48,14.64,0.86,66.33,20.98,752.08,8.8,30.76,74,74,12.25,20.46,0.2,0,0,1005,1.2,0,223,223,11.03,17.48,3,71.75,22.15,753.53,1.13,30.32
210617,2021,6,17,17/06/2021,RAINY,3,972,972,10.19,23.47,1.06,60.83,19.49,752.96,0,31,161,161,13.21,30.42,0.76,69.67,20.59,754.54,2.2,29.51,138,138,9.25,16.33,2.03,68.71,19.32,755.38,0,28.6,96,96,9.02,19.5,1.73,59.42,18.41,752.21,0,30.38,108,108,12.88,22.29,0.47,0,0,1007.75,0.8,0,435,435,13.26,22.01,1.99,68.88,20.77,755.25,0,29.88
211015,2021,10,15,15/10/2021,RAINY,3,972,972,11.22,22.74,0.58,85.47,23.07,749.48,11.4,27.85,74,74,20.29,39.13,0.57,90.25,22.89,755,0.8,26.73,98,98,17,36.44,1.55,94.57,25.01,751.93,3.8,27.48,150,150,9.64,21.76,0.85,79.25,21.17,748.96,2.3,27.67,49,49,11.42,21.13,1.01,92.88,21.85,0,46.6,25.38,359,359,14.49,24.6,1.78,89.14,23.79,751.67,13.47,27.65
211005,2021,10,5,5/10/2021,RAINY,3,972,972,19.93,37.78,0.81,73.58,21.76,751.02,8.73,29.52,355,355,30.46,56.92,0.69,77.04,21.08,754.71,6,28.1,111,111,21.38,39.96,1.64,81.38,25.05,753.29,2.2,30.26,323,323,15.21,32.07,1.2,67.21,20.07,752.04,2.8,29.7,95,95,19.42,38.92,1.5,74.83,21.03,0,2,28.59,531,531,24.83,42.22,1.42,77.38,22.64,753.13,19.07,29.33
211013,2021,10,13,13/10/2021,RAINY,3,979,979,7.75,16.89,0.94,73.06,22.19,748.73,0.33,30.01,87,87,6.71,15.63,1.02,74.71,20.26,754.67,0,27.94,96,96,6.67,11.63,2.25,85.29,24.73,751.04,0,29.16,251,251,6.33,16.94,1.52,62.63,19.33,749.38,0.1,30.31,164,164,11.54,24.33,1.19,78.46,21.84,0,0.8,28.41,434,434,8.01,14.04,2.46,76.9,22.53,751,0.13,29.34
210625,2021,6,25,25/06/2021,RAINY,3,997,997,15.2,31.88,1.2,58.03,18.73,750.5,0,31.14,207,207,18.08,40.21,1.08,62.71,19.22,754.54,0.2,30.18,175,175,14.5,28.29,2.69,68.58,20.54,752.83,0,29.75,156,156,10.94,25.82,2.01,54.54,17.65,751.63,0,31.19,230,230,17.5,28.79,1.53,62.96,19.01,0,0,29.9,216,216,19.44,35.4,2.49,64.71,19.95,752.82,0,30.29
210425,2021,4,25,25/04/2021,SUMMER,2,1006,1006,21.59,38.56,0.91,66.79,21.53,751.63,5.2,31.11,35,35,23.58,41.96,0.79,64.08,20.95,754.58,0,31.38,27,27,19.71,37.21,2.14,71.67,22.24,753.92,0,30.41,33,33,16.38,35.14,1.53,58.79,19.71,751.08,1.6,31.84,82,82,27.04,39.79,0,0,0,0,0,0,68,68,25.96,38.06,1.78,72.13,22.76,754,4.73,30.72
211011,2021,10,11,11/10/2021,RAINY,3,1025,1025,8.83,18.95,0.78,71.44,21.96,748.81,0.47,30.24,144,144,8.71,19.33,0.95,72.38,20.01,754.5,0,28.29,125,125,8.54,14.38,1.94,84.17,24.42,751.13,0,29.17,196,196,6.4,19.28,1.38,61.88,19.33,749.58,0,30.53,92,92,9.08,24.17,0.93,78.25,21.66,0,0,28.31,563,563,9.75,16.06,2.31,76.67,22.89,751.1,0.07,29.7
211006,2021,10,6,6/10/2021,RAINY,3,1028,1028,12.42,22.95,0.76,85.68,23.15,750.21,12.67,27.87,91,91,18.92,35.88,1.15,86.38,22.21,754.92,7.6,26.98,45,45,9.71,16.29,1.88,92.46,24.79,752.5,23.6,27.73,268,268,8.48,19.51,1.04,78.58,21.04,751.25,7.3,27.71,75,75,11.04,19.79,1.35,86.75,21.8,0,22,26.56,586,586,17.36,27.58,1.47,86.94,23.44,752.18,4.93,27.83
210522,2021,5,22,22/05/2021,RAINY,3,1031,1031,9.8,20.09,1.31,59.24,20.05,750.25,0,32.02,38,38,14.92,31.5,0.95,59.08,18.71,754.54,0.6,30.79,34,34,5.17,11.21,2.74,67.75,20.85,752.75,0,30.25,574,574,6.02,15.58,2.28,54.5,18.1,751.17,0,31.67,106,106,6.63,13.38,0.45,0,0,1003.92,0,0,69,69,11.81,20.75,2.41,63.97,20.57,752.68,0,31.07
210609,2021,6,9,9/6/2021,RAINY,3,1052,1052,8.01,18.77,0.93,68.21,20.01,750.94,2.4,29.37,28,28,9.88,23.42,0.96,72.5,21.34,754.63,0,29.44,35,35,6.83,12.54,3.11,70.04,19.81,753.04,0.2,28.7,373,373,5.4,15.72,1.22,68.08,19.68,751.25,4.3,29.1,95,95,8.04,16.29,0.25,0,0,1004.79,8.4,0,490,490,10.92,18.43,2.56,72.32,20.92,753.11,5.93,29.11
211002,2021,10,2,2/10/2021,RAINY,3,1061,1061,11.14,21.59,0.57,82.78,23.12,752.88,38.47,28.48,144,144,14.13,26.88,0.8,86.79,24.23,754.67,0.4,28.47,97,97,11.71,22.04,1.81,88.42,25.53,754.88,0.2,29.08,257,257,7.9,19.72,0.87,74.21,20.78,752.58,1.2,28.52,137,137,15.71,29.96,1.17,80.38,21.62,0,0,27.79,634,634,14.41,24.45,1.95,85.98,23.45,754.88,39.8,28.04
211008,2021,10,8,8/10/2021,RAINY,3,1062,1062,28.94,50.1,0.6,79.31,23.01,749.44,3.33,29.17,225,225,21.33,40.46,0.7,78.83,21.81,754.58,0,28.3,184,184,20.83,30.46,1.48,88.63,25.62,751.67,9,29.1,211,211,23.07,40.13,0.83,73.71,20.74,749.83,3.3,28.61,126,126,30.67,54.71,0.86,83.46,22.28,0,8,27.65,535,535,31.22,47.46,1.34,80.32,23.53,751.57,0.07,29.35
211012,2021,10,12,12/10/2021,RAINY,3,1087,1087,9.09,18.53,0.8,76.42,22.93,749.04,3.8,29.79,84,84,9.38,20.75,1.15,75.13,20.15,754.67,0,27.74,139,139,10.96,16.42,2.41,88,25.45,751.25,0,29.11,177,177,7.98,19.25,0.86,66.13,20.14,749.25,0,30.07,74,74,13.38,29.71,1.13,83.21,22.3,0,25.4,27.72,375,375,10.63,17.25,2.58,79.78,23.55,751.28,0,29.49
210608,2021,6,8,8/6/2021,RAINY,3,1093,1093,9.06,20.73,1.31,59.35,18.58,750.88,2.55,30.57,60,60,11.83,26.29,1.28,67.17,19.82,754.67,3.6,29.48,77,77,8,16.75,2.57,70.58,19.49,753.21,3.2,28.26,497,497,7.48,19.15,2.04,58.04,17.76,751.04,3.4,30.15,95,95,7.83,15.17,0.38,0,0,1004.67,0,0,272,272,11.48,20.52,3.06,65.48,19.52,753.12,1.8,29.66
211003,2021,10,3,3/10/2021,RAINY,3,1105,1105,16.63,30.81,0.57,82.9,23.07,752.31,3.67,28.41,112,112,16.13,29.5,0.85,83.54,22.47,754.79,41.8,27.79,137,137,14.71,26.08,1.14,88.92,24.47,754.42,4.6,28.2,285,285,10.96,24.11,0.89,75.21,20.63,753.04,27.3,28.14,145,145,13.17,24.71,1.27,79.04,20.85,0,8.8,27.44,647,647,18.99,30.79,1.34,82.49,23.09,754.32,2.6,28.52
210606,2021,6,6,6/6/2021,RAINY,3,1111,1111,10.48,22.46,1.8,53.76,18.81,750.63,0.1,32.64,279,279,14.38,37.71,1.83,55.75,19.3,754.58,0,32.45,25,25,8.21,16.21,2.82,60.71,19.29,753.08,0,30.84,167,167,6.73,17.31,2.83,49.5,17.16,751.5,0,32.48,66,66,6.71,12.83,1.02,0,0,1004.46,0,0,126,126,13.72,23.63,2.96,61.25,20.06,753.03,1.53,31.41
210627,2021,6,27,27/06/2021,RAINY,3,1133,1133,8.99,19.84,1.11,63.25,20.91,752.48,2.3,31.58,213,213,7.88,19.08,0.96,70.96,20.26,754.71,0.2,28.88,143,143,12.42,23.25,2.62,75.29,23.47,754.67,0,30.49,184,184,7.58,17.78,1.04,56.33,18.95,751.5,0.1,31.91,160,160,13.29,22.63,1.32,67.38,20.81,0,0,30.32,245,245,13.6,22.88,2.91,69.94,21.7,754.88,27.27,30.4
211009,2021,10,9,9/10/2021,RAINY,3,1139,1139,9.52,21.22,0.64,81.28,23.28,749.85,1.27,28.93,88,88,14.17,29.71,0.79,80.13,20.96,754.5,0,27.28,97,97,12,22.13,1.9,88.04,24.82,752.13,0,28.64,187,187,10.08,20.79,0.86,76.38,20.97,749.79,5.1,28.16,131,131,20.38,41.33,1,86.17,22.07,0,4.4,26.91,526,526,11.24,19.29,2,80.86,22.93,752.08,0.67,28.75
210615,2021,6,15,15/06/2021,RAINY,3,1162,1162,9.43,21.95,0.93,66.07,19.26,751.21,1.25,29.26,150,150,12.88,27.88,0.87,71.79,19.75,754.54,11,28.2,101,101,9.46,16.63,1.95,75.58,20.09,753.33,0.2,27.57,73,73,7.23,16.88,1.4,64.17,18.45,751.17,0,29,241,241,9.21,17.75,0.25,0,0,1005.17,0.8,0,349,349,16.7,26.11,1.81,73.36,20.28,753.56,2.07,28.28
210508,2021,5,8,8/5/2021,SUMMER,2,1169,1169,21.94,40.35,0.64,66.79,20.09,752.71,0.05,29.83,64,64,23.38,41.08,0.62,67.38,20.22,754.63,0,29.79,28,28,13.67,28.54,1.77,72.79,21.78,755.08,0,29.74,205,205,15.48,30.06,0.97,64.67,19.36,754.75,0.9,29.74,106,106,18.5,27.71,0.45,0,0,1007.21,38.2,0,92,92,30.89,45.89,1.21,71.61,20.99,755.04,0.07,29.36
211007,2021,10,7,7/10/2021,RAINY,3,1180,1180,17.64,34.89,0.6,82.21,23.27,749.48,0.8,28.71,105,105,29.58,52.04,0.73,85.25,20.92,754.83,27.6,26.14,140,140,14.79,21.96,1.61,89.13,24.67,751.79,0.8,28.31,213,213,12.48,28.33,1.05,70.13,20.17,750.46,0.1,29.01,108,108,14.75,29.13,1.04,80.71,21.76,0,0,27.83,718,718,22.45,36.64,1.16,89.57,23.92,751.61,3.8,27.66
210519,2021,5,19,19/05/2021,RAINY,3,1193,1193,11.57,25.04,0.97,70,22.35,750.9,62.8,30.93,42,42,15.83,35.67,1.16,69.96,23.56,754.83,0.8,31.93,22,22,9.79,20.75,2.28,78.5,24.84,753.17,9.2,30.77,455,455,8.92,20.25,1.42,63.04,20.75,751.58,2.6,31.5,149,149,17.17,26.13,0.66,0,0,1004.67,0,0,130,130,17.92,30.11,1.69,74.47,23.39,753.19,11.67,30.63
210527,2021,5,27,27/05/2021,RAINY,3,1211,1211,15.49,27.8,0.98,60.22,20.1,750.65,1.1,31.76,48,48,18.21,31.04,1.15,60.5,19.29,754.63,0,30.91,35,35,12,22.33,2.2,68.79,21.25,753,0.8,30.32,106,106,11.47,26.05,1.55,54.67,18.39,751.08,0.7,31.91,118,118,13.75,21.25,0.64,0,0,1004.5,56.2,0,253,253,17.85,28.29,2.06,65.06,20.69,753.02,1.8,30.86
210622,2021,6,22,22/06/2021,RAINY,3,1213,1213,24.08,60.23,1.29,58.28,19.26,751.38,0,31.58,183,183,26.13,63.92,0,64.29,3.12,754.58,0,0,219,219,21.38,51.04,2.24,69.42,20.05,753.71,3,29.09,162,162,18.9,54.04,1.93,54.79,18.11,751.13,0,31.58,220,220,21.04,45.21,0.58,0,0,1005.38,0,0,726,726,28.88,59.63,2.19,66.81,20.47,753.74,0,30.17
210528,2021,5,28,28/05/2021,RAINY,3,1255,1255,10.56,23.2,0.74,78.74,23.04,751.98,9.05,29.33,43,43,12.54,23.21,0.8,78.17,22.7,754.67,3.8,29.18,40,40,9.04,21.13,1.66,86.45,23.87,754,29.2,28.26,86,86,9.17,19.66,1.59,70.17,20.69,751.04,9.9,29.47,55,55,18.83,30.83,0.71,0,0,1006,3.8,0,197,197,14.17,23.85,2.11,79.76,22.94,754.15,1.87,29.01
